时间,分钟能见度m,降水天气现象 ,气温℃,湿度%RH,瞬时风速m/s,瞬时风向°,分钟内极大风速m/s,分钟内极大风向°,2 min平均风速m/s,2 min平均风向°,10 min平均风速m/s,10 min平均风向°,气压hPa,路面温度℃,路面状况 ,水膜厚度mm,冰层厚度mm,雪层厚度mm,湿滑系数 
2020-06-19 11:45:00,20000,0,22.6,67,1.2,229,1.2,229,1.5,224,2.4,221,792.7,45.9,1,0,0,0,0.82
2020-06-19 11:46:00,20000,0,22.7,67,1.9,162,1.9,162,1.3,212,2.3,219,792.7,45.7,1,0,0,0,0.82
2020-06-19 11:47:00,20000,0,22.9,67,1.5,185,1.5,185,1.6,184,2.2,214,792.6,47.4,1,0,0,0,0.82
2020-06-19 11:48:00,20000,0,23,67,0.6,153,0.6,153,1.4,170,2.1,210,792.6,49.4,1,0,0,0,0.82
2020-06-19 11:49:00,20000,0,23.3,67,1.6,249,1.6,249,1,176,1.8,205,792.6,48.4,1,0,0,0,0.82
2020-06-19 11:50:00,12126,0,23.4,66,1.4,193,1.4,193,1.2,205,1.7,206,792.6,48.6,1,0,0,0,0.82
2020-06-19 11:51:00,20000,0,23.4,67,0.5,69,0.5,69,1.2,200,1.5,202,792.6,49.2,1,0,0,0,0.82
2020-06-19 11:52:00,18128,0,23.6,66,0.6,40,0.6,40,0.8,85,1.4,196,792.6,49.9,1,0,0,0,0.82
2020-06-19 11:53:00,20000,0,23.9,65,1.3,181,1.3,181,0.6,61,1.2,186,792.6,50.6,1,0,0,0,0.82
2020-06-19 11:54:00,20000,0,23.9,64,1.2,223,1.2,223,1,167,1.1,181,792.6,48.2,1,0,0,0,0.82
2020-06-19 11:55:00,20000,0,23.9,65,2.3,208,2.3,208,1.4,204,1.2,180,792.6,47.1,1,0,0,0,0.82
2020-06-19 11:56:00,20000,0,23.8,64,2.8,224,2.8,224,2,212,1.3,182,792.6,47.6,1,0,0,0,0.82
2020-06-19 11:57:00,20000,0,23.5,64,2.9,229,2.9,229,2.6,216,1.4,190,792.6,47.8,1,0,0,0,0.82
2020-06-19 11:58:00,20000,0,23.3,65,1.7,205,1.7,205,2.6,219,1.5,198,792.6,48.1,1,0,0,0,0.82
2020-06-19 11:59:00,20000,0,23.2,65,1.3,216,1.3,216,2,213,1.6,202,792.6,48.1,1,0,0,0,0.82
2020-06-19 12:00:00,20000,0,23.2,66,1,208,1,208,1.3,209,1.5,200,792.6,47.8,1,0,0,0,0.82
2020-06-19 12:01:00,20000,0,23.2,66,1,327,1,327,1,221,1.5,207,792.6,48.2,1,0,0,0,0.82
2020-06-19 12:02:00,20000,0,23.4,67,1.2,321,1.2,321,1,296,1.6,219,792.6,48.9,1,0,0,0,0.82
2020-06-19 12:03:00,16254,0,23.7,66,1.5,186,1.5,186,1.1,311,1.6,224,792.5,50.7,1,0,0,0,0.82
2020-06-19 12:04:00,20000,0,23.9,65,1.7,197,1.7,197,1.4,214,1.7,223,792.5,51.2,1,0,0,0,0.82
2020-06-19 12:05:00,20000,0,23.8,65,1.2,198,1.2,198,1.5,191,1.6,220,792.6,51.8,1,0,0,0,0.82
2020-06-19 12:06:00,20000,0,23.9,64,1.4,199,1.4,199,1.3,195,1.5,218,792.5,52.3,1,0,0,0,0.82
2020-06-19 12:07:00,20000,0,23.8,64,1.1,221,1.1,221,1.2,199,1.4,216,792.5,52.9,1,0,0,0,0.82
2020-06-19 12:08:00,20000,0,23.9,64,0.9,200,0.9,200,1.1,208,1.2,215,792.5,52.9,1,0,0,0,0.82
2020-06-19 12:09:00,20000,0,24,63,0.7,211,0.7,211,0.9,208,1.2,215,792.5,49.2,1,0,0,0,0.82
2020-06-19 12:10:00,20000,0,24.1,64,1.9,264,1.9,264,0.9,215,1.2,217,792.5,49.2,1,0,0,0,0.82
2020-06-19 12:11:00,20000,0,24.2,63,1.8,235,1.8,235,1.5,239,1.2,219,792.5,51.3,1,0,0,0,0.82
2020-06-19 12:12:00,20000,0,24.2,63,1.2,274,1.2,274,1.7,249,1.3,216,792.4,52.7,1,0,0,0,0.82
2020-06-19 12:13:00,20000,0,24.2,63,1.4,304,1.4,304,1.4,264,1.3,219,792.4,52.7,1,0,0,0,0.82
2020-06-19 12:14:00,20000,0,24.3,62,1.4,212,1.4,212,1.3,276,1.3,226,792.4,52.8,1,0,0,0,0.82
2020-06-19 12:15:00,20000,0,24.2,63,0.7,204,0.7,204,1.2,232,1.2,227,792.4,53.1,1,0,0,0,0.82
2020-06-19 12:16:00,20000,0,24.3,63,1,40,1,40,0.9,199,1.2,230,792.4,53.6,1,0,0,0,0.82
2020-06-19 12:17:00,20000,0,24.4,63,1.5,344,1.5,344,0.9,30,1.2,238,792.4,53.6,1,0,0,0,0.82
2020-06-19 12:18:00,20000,0,24.5,64,1.6,352,1.6,352,1.3,0,1.2,253,792.3,51.6,1,0,0,0,0.82
2020-06-19 12:19:00,20000,0,24.6,63,1.4,335,1.4,335,1.5,344,1.3,274,792.3,51.3,1,0,0,0,0.82
2020-06-19 12:20:00,20000,0,24.7,62,1.7,344,1.7,344,1.5,340,1.3,293,792.3,52.5,1,0,0,0,0.82
2020-06-19 12:21:00,20000,0,24.8,62,1.3,328,1.3,328,1.5,335,1.3,307,792.3,52.6,1,0,0,0,0.82
2020-06-19 12:22:00,20000,0,24.8,62,2,317,2,317,1.5,328,1.3,318,792.4,53,1,0,0,0,0.82
2020-06-19 12:23:00,20000,0,24.8,62,2.1,308,2.1,308,1.7,316,1.4,322,792.3,53.9,1,0,0,0,0.82
2020-06-19 12:24:00,20000,0,24.8,62,1.8,308,1.8,308,2,308,1.4,325,792.3,53.9,1,0,0,0,0.82
2020-06-19 12:25:00,20000,0,24.8,62,0.9,279,0.9,279,1.7,299,1.5,328,792.3,54.6,1,0,0,0,0.82
2020-06-19 12:26:00,20000,0,24.8,62,2,237,2,237,1.3,277,1.5,323,792.3,55.6,1,0,0,0,0.82
2020-06-19 12:27:00,20000,0,24.7,62,1.9,222,1.9,222,1.6,244,1.6,311,792.3,55.8,1,0,0,0,0.82
2020-06-19 12:28:00,20000,0,24.5,63,2.1,196,2.1,196,1.9,220,1.6,299,792.3,55.8,1,0,0,0,0.82
2020-06-19 12:29:00,20000,0,24.4,62,2,244,2,244,2,211,1.7,285,792.2,56.3,1,0,0,0,0.82
2020-06-19 12:30:00,20000,0,24.3,63,2.7,243,2.7,243,2.1,226,1.8,273,792.2,56.3,1,0,0,0,0.82
2020-06-19 12:31:00,20000,0,24.3,63,2.9,241,2.9,241,2.5,240,1.9,262,792.2,57.6,1,0,0,0,0.82
2020-06-19 12:32:00,20000,0,24.3,64,1.8,189,1.8,189,2.6,230,2,251,792.2,57.5,1,0,0,0,0.82
2020-06-19 12:33:00,20000,0,24.4,64,1.1,112,1.1,112,2,191,1.9,238,792.2,58.7,1,0,0,0,0.82
2020-06-19 12:34:00,20000,0,24.6,64,2.1,168,2.1,168,1.5,143,1.9,224,792.1,57.8,1,0,0,0,0.82
2020-06-19 12:35:00,20000,0,24.6,63,1.7,166,1.7,166,1.7,148,1.9,210,792.1,57.8,1,0,0,0,0.82
2020-06-19 12:36:00,20000,0,24.7,62,1.8,185,1.8,185,1.8,168,2,200,792.1,57.6,1,0,0,0,0.82
2020-06-19 12:37:00,20000,0,24.7,63,2.2,170,2.2,170,1.8,176,2,194,792.1,58.3,1,0,0,0,0.82
2020-06-19 12:38:00,20000,0,24.7,63,2.2,170,2.2,170,2,174,2,189,792.1,58.5,1,0,0,0,0.82
2020-06-19 12:39:00,20000,0,24.7,63,2.2,132,2.2,132,2.2,163,2,182,792.1,59,1,0,0,0,0.82
2020-06-19 12:40:00,20000,0,24.6,63,2,130,2,130,2.1,142,2,171,792.1,59.8,1,0,0,0,0.82
2020-06-19 12:41:00,20000,0,24.6,63,2.3,185,2.3,185,2.1,139,1.9,162,792.1,60,1,0,0,0,0.82
2020-06-19 12:42:00,20000,0,24.8,63,1.8,189,1.8,189,2.1,168,1.9,160,792.1,60,1,0,0,0,0.82
2020-06-19 12:43:00,20000,0,24.9,63,2.3,204,2.3,204,2,187,1.9,163,792,60,1,0,0,0,0.82
2020-06-19 12:44:00,20000,0,25,63,2.6,189,2.6,189,2.1,192,2,169,792,60,1,0,0,0,0.82
2020-06-19 12:45:00,20000,0,25,62,1.5,178,1.5,178,2.3,187,2.1,171,792,60,1,0,0,0,0.82
2020-06-19 12:46:00,20000,0,25.1,62,2.2,190,2.2,190,1.9,180,2.1,172,792,60,1,0,0,0,0.82
2020-06-19 12:47:00,20000,0,25.2,62,2,176,2,176,1.9,182,2.1,172,792,60,1,0,0,0,0.82
2020-06-19 12:48:00,20000,0,25.2,63,3.5,214,3.5,214,2.3,185,2.1,174,791.9,60,1,0,0,0,0.82
2020-06-19 12:49:00,20000,0,25.2,62,1.4,195,1.4,195,2.6,196,2.2,179,791.9,60,1,0,0,0,0.82
2020-06-19 12:50:00,20000,0,25.3,62,1,208,1,208,1.9,201,2.1,186,791.9,60,1,0,0,0,0.82
2020-06-19 12:51:00,20000,0,25.3,62,2.6,115,2.6,115,1.4,188,2,188,791.9,60,1,0,0,0,0.82
2020-06-19 12:52:00,20000,0,25.3,62,2,159,2,159,1.9,149,2,183,791.9,60,1,0,0,0,0.82
2020-06-19 12:53:00,20000,0,25.3,62,1.8,176,1.8,176,2.1,146,2,180,791.9,58.8,1,0,0,0,0.82
2020-06-19 12:54:00,20000,0,25.3,62,2.3,183,2.3,183,1.9,169,2,178,791.9,59.3,1,0,0,0,0.82
2020-06-19 12:55:00,20000,0,25.2,62,2.5,193,2.5,193,2.1,180,2,179,791.8,59.9,1,0,0,0,0.82
2020-06-19 12:56:00,20000,0,25.2,62,2.3,189,2.3,189,2.4,185,2.1,179,791.8,60,1,0,0,0,0.82
2020-06-19 12:57:00,20000,0,25.1,63,2.7,171,2.7,171,2.4,183,2.1,179,791.8,60,1,0,0,0,0.82
2020-06-19 12:58:00,20000,0,25.1,62,3.6,192,3.6,192,2.7,178,2.2,178,791.7,60,1,0,0,0,0.82
2020-06-19 12:59:00,20000,0,25.1,62,3.5,184,3.5,184,3.2,181,2.2,176,791.7,60,1,0,0,0,0.82
2020-06-19 13:00:00,20000,0,25.2,63,1.9,199,1.9,199,3.2,185,2.4,175,791.8,60,1,0,0,0,0.82
2020-06-19 13:01:00,20000,0,25.3,62,3.5,190,3.5,190,2.7,189,2.5,176,791.7,60,1,0,0,0,0.82
2020-06-19 13:02:00,20000,0,25.3,61,3.7,208,3.7,208,3,194,2.6,182,791.7,60,1,0,0,0,0.82
2020-06-19 13:03:00,20000,0,25.1,62,4.6,221,4.6,221,3.8,202,2.8,187,791.8,60,1,0,0,0,0.82
2020-06-19 13:04:00,20000,0,25,62,3.6,182,3.6,182,4.1,207,3.1,190,791.8,60,1,0,0,0,0.82
2020-06-19 13:06:00,20000,0,25.1,61,3.8,195,3.8,195,3.3,185,3.3,190,791.7,60,1,0,0,0,0.82
2020-06-19 13:07:00,20000,0,25.1,61,2.8,186,2.8,186,3.3,190,3.4,191,791.7,60,1,0,0,0,0.82
2020-06-19 13:08:00,20000,0,25.1,62,1.2,190,1.2,190,2.8,189,3.3,192,791.7,59,1,0,0,0,0.82
2020-06-19 13:09:00,20000,0,25.1,62,1.9,180,1.9,180,1.8,186,3.1,192,791.8,57.7,1,0,0,0,0.82
2020-06-19 13:10:00,20000,0,25.2,62,2.9,223,2.9,223,1.8,190,3,193,791.8,56.8,1,0,0,0,0.82
2020-06-19 13:11:00,20000,0,25.2,62,3.1,196,3.1,196,2.6,202,3,195,791.7,56.6,1,0,0,0,0.82
2020-06-19 13:12:00,20000,0,25.2,62,1.9,176,1.9,176,2.8,199,3,194,791.7,56,1,0,0,0,0.82
2020-06-19 13:13:00,20000,0,25.2,61,2.6,185,2.6,185,2.4,183,2.8,191,791.7,53.9,1,0,0,0,0.82
2020-06-19 13:14:00,20000,0,25.3,62,3.5,178,3.5,178,2.5,180,2.6,188,791.7,53.5,1,0,0,0,0.82
2020-06-19 13:15:00,20000,0,25.3,61,4.2,186,4.2,186,3.3,180,2.7,188,791.7,53.3,1,0,0,0,0.82
2020-06-19 13:16:00,20000,0,25.2,60,4.2,190,4.2,190,3.9,182,2.8,188,791.7,51.7,1,0,0,0,0.82
2020-06-19 13:17:00,20000,0,25.1,61,2.2,172,2.2,172,3.8,184,2.8,187,791.7,51.6,1,0,0,0,0.82
2020-06-19 13:18:00,20000,0,25.2,61,2.1,162,2.1,162,2.8,174,2.8,185,791.7,53.4,1,0,0,0,0.82
2020-06-19 13:19:00,20000,0,25.1,61,2.2,156,2.2,156,2.1,162,2.8,182,791.7,53.4,1,0,0,0,0.82
2020-06-19 13:20:00,20000,0,25.1,61,1.6,195,1.6,195,2,163,2.8,180,791.7,53.4,1,0,0,0,0.82
2020-06-19 13:21:00,20000,0,25.2,62,2.4,213,2.4,213,1.9,185,2.7,179,791.7,56.2,1,0,0,0,0.82
2020-06-19 13:22:00,20000,0,25.3,60,2.9,252,2.9,252,2.2,212,2.7,182,791.7,56.4,1,0,0,0,0.82
2020-06-19 13:23:00,20000,0,25.3,60,3.1,252,3.1,252,2.7,237,2.8,188,791.7,56.4,1,0,0,0,0.82
2020-06-19 13:24:00,20000,0,25.3,61,3.1,236,3.1,236,3,247,2.8,195,791.7,57.8,1,0,0,0,0.82
2020-06-19 13:25:00,20000,0,25.3,61,4.7,247,4.7,247,3.3,241,2.8,201,791.7,59.3,1,0,0,0,0.82
2020-06-19 13:26:00,20000,0,25.3,61,3.3,209,3.3,209,3.9,234,2.8,206,791.7,57.7,1,0,0,0,0.82
2020-06-19 13:27:00,20000,0,25.3,62,2.5,205,2.5,205,3.5,217,2.7,209,791.6,55.3,1,0,0,0,0.82
2020-06-19 13:28:00,20000,0,25.4,61,1.9,202,1.9,202,2.6,204,2.7,213,791.6,56.8,1,0,0,0,0.82
2020-06-19 13:29:00,20000,0,25.4,61,1.6,195,1.6,195,2,200,2.7,216,791.6,58.7,1,0,0,0,0.82
2020-06-19 13:30:00,20000,0,25.6,60,1.9,203,1.9,203,1.7,197,2.7,219,791.6,60,1,0,0,0,0.82
2020-06-19 13:31:00,20000,0,25.7,60,2.5,208,2.5,208,1.9,199,2.7,219,791.6,60,1,0,0,0,0.82
2020-06-19 13:32:00,20000,0,25.8,60,2.5,198,2.5,198,2.3,201,2.7,216,791.6,60,1,0,0,0,0.82
2020-06-19 13:33:00,20000,0,25.8,60,1.6,213,1.6,213,2.3,200,2.6,211,791.6,60,1,0,0,0,0.82
2020-06-19 13:34:00,20000,0,25.9,60,1.9,209,1.9,209,1.9,204,2.5,208,791.6,59.8,1,0,0,0,0.82
2020-06-19 13:35:00,20000,0,26,60,2.9,238,2.9,238,1.9,212,2.3,205,791.6,60,1,0,0,0,0.82
2020-06-19 13:36:00,20000,0,26.2,60,4,191,4,191,2.7,217,2.2,204,791.5,60,1,0,0,0,0.82
2020-06-19 13:37:00,20000,0,26.2,58,3.4,201,3.4,201,3.5,205,2.3,203,791.5,60,1,0,0,0,0.82
2020-06-19 13:38:00,20000,0,26,58,3.1,183,3.1,183,3.5,193,2.4,202,791.6,60,1,0,0,0,0.82
2020-06-19 13:39:00,20000,0,26,58,2.8,195,2.8,195,3.1,189,2.5,201,791.5,60,1,0,0,0,0.82
2020-06-19 13:40:00,20000,0,26,58,3.9,217,3.9,217,3,193,2.7,201,791.5,60,1,0,0,0,0.82
2020-06-19 13:41:00,20000,0,25.9,58,3,212,3,212,3.3,207,2.8,203,791.5,60,1,0,0,0,0.82
2020-06-19 13:42:00,20000,0,25.7,59,3.2,218,3.2,218,3.3,212,2.9,204,791.5,60,1,0,0,0,0.82
2020-06-19 13:43:00,20000,0,25.6,59,3.5,223,3.5,223,3.1,214,3,205,791.5,60,1,0,0,0,0.82
2020-06-19 13:44:00,20000,0,25.6,60,3,238,3,238,3.3,220,3.2,207,791.5,60,1,0,0,0,0.82
2020-06-19 13:45:00,20000,0,25.6,60,3.5,218,3.5,218,3.2,226,3.3,208,791.5,60,1,0,0,0,0.82
2020-06-19 13:46:00,20000,0,25.7,61,4.3,207,4.3,207,3.4,219,3.3,208,791.5,60,1,0,0,0,0.82
2020-06-19 13:47:00,20000,0,25.8,60,5,202,5,202,4.1,207,3.4,208,791.5,60,1,0,0,0,0.82
2020-06-19 13:48:00,20000,0,25.8,58,3.9,218,3.9,218,4.5,204,3.5,210,791.5,60,1,0,0,0,0.82
2020-06-19 13:49:00,20000,0,25.7,59,1,144,1,144,3.7,197,3.5,210,791.5,60,1,0,0,0,0.82
2020-06-19 13:50:00,20000,0,25.6,59,2.4,211,2.4,211,2.1,176,3.3,208,791.4,60,1,0,0,0,0.82
2020-06-19 13:51:00,20000,0,25.7,59,2.3,221,2.3,221,1.9,191,3.2,208,791.4,60,1,0,0,0,0.82
2020-06-19 13:52:00,20000,0,25.7,60,2.2,205,2.2,205,2.3,213,3.1,208,791.4,60,1,0,0,0,0.82
2020-06-19 13:53:00,20000,0,25.8,59,2.2,218,2.2,218,2.2,211,3,207,791.4,60,1,0,0,0,0.82
2020-06-19 13:54:00,20000,0,25.9,60,2.2,210,2.2,210,2.2,210,2.9,206,791.4,60,1,0,0,0,0.82
2020-06-19 13:55:00,20000,0,26,59,4,235,4,235,2.5,216,2.9,205,791.4,60,1,0,0,0,0.82
2020-06-19 13:56:00,20000,0,25.9,59,2.9,238,2.9,238,3.2,227,2.8,207,791.4,60,1,0,0,0,0.82
2020-06-19 13:57:00,20000,0,25.9,60,2,211,2,211,3,230,2.7,210,791.4,60,1,0,0,0,0.82
2020-06-19 13:58:00,20000,0,26.1,59,2,204,2,204,2.2,215,2.4,210,791.4,60,1,0,0,0,0.82
2020-06-19 13:59:00,20000,0,26.1,59,1.8,192,1.8,192,1.9,201,2.3,210,791.4,60,1,0,0,0,0.82
2020-06-19 14:00:00,20000,0,26.1,58,3.1,198,3.1,198,2.1,194,2.4,212,791.4,58.9,1,0,0,0,0.82
2020-06-19 14:01:00,20000,0,26.1,58,2.9,195,2.9,195,2.6,193,2.4,210,791.4,56.5,1,0,0,0,0.82
2020-06-19 14:02:00,20000,0,26,58,3,196,3,196,2.9,195,2.5,208,791.3,56.4,1,0,0,0,0.82
2020-06-19 14:03:00,20000,0,26,58,3,206,3,206,2.9,196,2.6,207,791.3,55.2,1,0,0,0,0.82
2020-06-19 14:04:00,20000,0,26,58,3.2,185,3.2,185,3,198,2.7,205,791.3,56,1,0,0,0,0.82
2020-06-19 14:05:00,20000,0,26,58,2.5,212,2.5,212,3,195,2.7,203,791.3,60,1,0,0,0,0.82
2020-06-19 14:06:00,20000,0,26.1,59,4.9,212,4.9,212,3.1,202,2.7,201,791.2,60,1,0,0,0,0.82
2020-06-19 14:07:00,20000,0,26.2,58,4.6,217,4.6,217,4,210,2.9,199,791.2,58.9,1,0,0,0,0.82
2020-06-19 14:08:00,20000,0,26.2,58,4.2,196,4.2,196,4.6,209,3.1,199,791.2,58.9,1,0,0,0,0.82
2020-06-19 14:09:00,20000,0,26.2,58,4.7,219,4.7,219,4.4,205,3.4,200,791.2,60,1,0,0,0,0.82
2020-06-19 14:10:00,20000,0,26.2,58,3.8,195,3.8,195,4.3,205,3.6,202,791.2,60,1,0,0,0,0.82
2020-06-19 14:11:00,20000,0,26.2,57,4.1,193,4.1,193,4.1,200,3.7,201,791.2,60,1,0,0,0,0.82
2020-06-19 14:12:00,20000,0,26.1,58,3.7,208,3.7,208,3.9,194,3.8,201,791.2,60,1,0,0,0,0.82
2020-06-19 14:13:00,20000,0,26,58,4.3,203,4.3,203,3.9,199,3.9,202,791.2,59.9,1,0,0,0,0.82
2020-06-19 14:14:00,20000,0,25.9,58,3.3,205,3.3,205,3.9,202,4,202,791.2,57.1,1,0,0,0,0.82
2020-06-19 14:15:00,20000,0,25.8,59,3.9,215,3.9,215,3.7,205,4,204,791.2,56.1,1,0,0,0,0.82
2020-06-19 14:16:00,20000,0,25.8,59,2.7,212,2.7,212,3.4,210,4,204,791.2,56.1,1,0,0,0,0.82
2020-06-19 14:17:00,20000,0,25.8,59,2.5,206,2.5,206,3,210,3.8,204,791.2,55.1,1,0,0,0,0.82
2020-06-19 14:18:00,20000,0,25.9,59,1.8,207,1.8,207,2.4,206,3.6,203,791.2,54.7,1,0,0,0,0.82
2020-06-19 14:19:00,20000,0,26,59,1.6,251,1.6,251,1.9,212,3.3,205,791.2,55.7,1,0,0,0,0.82
2020-06-19 14:20:00,20000,0,26.1,59,2.3,224,2.3,224,1.7,230,3.1,208,791.2,56.3,1,0,0,0,0.82
2020-06-19 14:21:00,20000,0,26.3,58,3.7,214,3.7,214,2.3,227,3,210,791.2,56.3,1,0,0,0,0.82
2020-06-19 14:22:00,20000,0,26.2,58,3.5,207,3.5,207,3.2,212,2.9,212,791.1,60,1,0,0,0,0.82
2020-06-19 14:23:00,20000,0,26.2,58,3.2,194,3.2,194,3.5,203,2.9,211,791.1,60,1,0,0,0,0.82
2020-06-19 14:24:00,20000,0,26.4,57,2.6,189,2.6,189,3.1,193,2.8,210,791.1,58.2,1,0,0,0,0.82
2020-06-19 14:25:00,20000,0,26.4,57,2,245,2,245,2.6,196,2.7,210,791.1,57.6,1,0,0,0,0.82
2020-06-19 14:26:00,20000,0,26.5,57,2.1,207,2.1,207,2.2,218,2.5,211,791.1,59.4,1,0,0,0,0.82
2020-06-19 14:27:00,20000,0,26.6,57,2.1,185,2.1,185,2,213,2.5,210,791.1,59.4,1,0,0,0,0.82
2020-06-19 14:28:00,20000,0,26.6,57,2.8,218,2.8,218,2.2,196,2.5,209,791.1,56.8,1,0,0,0,0.82
2020-06-19 14:29:00,20000,0,26.7,56,2.6,207,2.6,207,2.5,203,2.6,209,791.1,56.5,1,0,0,0,0.82
2020-06-19 14:30:00,20000,0,26.6,56,3.7,195,3.7,195,2.8,206,2.7,205,791.1,55.4,1,0,0,0,0.82
2020-06-19 14:31:00,20000,0,26.5,57,3,201,3,201,3.2,199,2.8,203,791.1,54.3,1,0,0,0,0.82
2020-06-19 14:32:00,20000,0,26.4,57,2.7,204,2.7,204,3.1,198,2.7,202,791.1,57.9,1,0,0,0,0.82
2020-06-19 14:33:00,20000,0,26.5,57,3.2,202,3.2,202,2.8,199,2.6,202,791.1,59.5,1,0,0,0,0.82
2020-06-19 14:34:00,20000,0,26.6,57,2.8,205,2.8,205,2.9,200,2.6,203,791,60,1,0,0,0,0.82
2020-06-19 14:35:00,20000,0,26.7,57,3.4,200,3.4,200,3,202,2.7,203,791,60,1,0,0,0,0.82
2020-06-19 14:36:00,20000,0,26.7,56,3.8,199,3.8,199,3.2,200,2.9,200,791,60,1,0,0,0,0.82
2020-06-19 14:37:00,20000,0,26.7,57,2,190,2,190,3.3,195,3,200,791,60,1,0,0,0,0.82
2020-06-19 14:38:00,20000,0,26.9,57,2.4,199,2.4,199,2.6,192,2.9,199,791,60,1,0,0,0,0.82
2020-06-19 14:39:00,20000,0,27.1,56,1.9,195,1.9,195,2.1,193,2.9,198,791,60,1,0,0,0,0.82
2020-06-19 14:40:00,20000,0,27,56,3.7,193,3.7,193,2.3,194,2.8,197,791,58.1,1,0,0,0,0.82
2020-06-19 14:41:00,20000,0,26.9,56,3.7,195,3.7,195,3.1,192,2.9,196,791,56.5,1,0,0,0,0.82
2020-06-19 14:42:00,20000,0,27,57,2.9,195,2.9,195,3.5,193,2.9,196,791,56,1,0,0,0,0.82
2020-06-19 14:43:00,20000,0,27,57,2.3,174,2.3,174,3,190,2.9,194,791,55.2,1,0,0,0,0.82
2020-06-19 14:44:00,20000,0,26.9,57,3.2,177,3.2,177,2.6,178,2.9,191,791,55.2,1,0,0,0,0.82
2020-06-19 14:45:00,20000,0,26.9,57,3.5,208,3.5,208,2.9,178,2.9,190,791,54.2,1,0,0,0,0.82
2020-06-19 14:47:00,20000,0,26.6,57,4.3,238,4.3,238,4.5,223,3.1,195,791,53.5,1,0,0,0,0.82
2020-06-19 14:48:00,20000,0,26.4,57,3.7,245,3.7,245,4.5,235,3.3,200,791,52.8,1,0,0,0,0.82
2020-06-19 14:49:00,20000,0,26.3,57,2.4,270,2.4,270,3.6,246,3.4,205,791,52.3,1,0,0,0,0.82
2020-06-19 14:50:00,20000,0,26.4,58,1.4,222,1.4,222,2.6,253,3.4,211,791,53.1,1,0,0,0,0.82
2020-06-19 14:51:00,20000,0,26.5,58,2.1,241,2.1,241,1.8,239,3.2,215,790.9,53,1,0,0,0,0.82
2020-06-19 14:52:00,20000,0,26.6,57,2,235,2,235,1.8,232,3,220,790.9,53.1,1,0,0,0,0.82
2020-06-19 14:53:00,20000,0,26.6,57,2,235,2,235,2,236,3,225,790.9,53.2,1,0,0,0,0.82
2020-06-19 14:54:00,20000,0,26.6,57,2,235,2,235,2,235,2.9,231,790.9,53,1,0,0,0,0.82
2020-06-19 14:56:00,20000,0,26.8,57,2.5,280,2.5,280,2,242,2.6,239,790.9,52.1,1,0,0,0,0.82
2020-06-19 14:57:00,20000,0,26.9,57,2.4,248,2.4,248,2.3,259,2.3,243,790.9,51.5,1,0,0,0,0.82
2020-06-19 14:58:00,20000,0,26.9,57,3.4,205,3.4,205,2.6,249,2.2,242,790.9,50.7,1,0,0,0,0.82
2020-06-19 14:59:00,20000,0,26.8,57,2.7,237,2.7,237,2.9,223,2.2,238,790.9,50.5,1,0,0,0,0.82
2020-06-19 15:00:00,20000,0,26.8,57,2.4,240,2.4,240,2.8,226,2.2,237,790.9,50.1,1,0,0,0,0.82
2020-06-19 15:01:00,20000,0,26.9,56,4.7,242,4.7,242,2.9,238,2.4,238,790.9,50.1,1,0,0,0,0.82
2020-06-19 15:02:00,20000,0,26.8,55,4.5,216,4.5,216,3.9,235,2.7,237,790.9,50.1,1,0,0,0,0.82
2020-06-19 15:03:00,20000,0,26.7,56,4.9,224,4.9,224,4.6,223,2.9,235,790.8,51.7,1,0,0,0,0.82
2020-06-19 15:04:00,20000,0,26.6,56,4.4,204,4.4,204,4.6,214,3.2,233,790.8,55,1,0,0,0,0.82
2020-06-19 15:05:00,20000,0,26.5,57,3.9,230,3.9,230,4.4,211,3.4,230,790.8,55.1,1,0,0,0,0.82
2020-06-19 15:06:00,20000,0,26.6,56,4.4,221,4.4,221,4.1,218,3.6,228,790.8,56.1,1,0,0,0,0.82
2020-06-19 15:07:00,20000,0,26.6,56,4.3,228,4.3,228,4.2,224,3.8,224,790.8,58.1,1,0,0,0,0.82
2020-06-19 15:08:00,20000,0,26.6,56,5,238,5,238,4.4,225,4,224,790.8,57.9,1,0,0,0,0.82
2020-06-19 15:09:00,20000,0,26.7,56,3,253,3,253,4.4,234,4.1,226,790.8,54.9,1,0,0,0,0.82
2020-06-19 15:10:00,20000,0,26.8,55,3.3,235,3.3,235,3.6,242,4.1,227,790.8,54.1,1,0,0,0,0.82
2020-06-19 15:11:00,20000,0,26.9,56,3.8,228,3.8,228,3.2,238,4.2,226,790.8,52.4,1,0,0,0,0.82
2020-06-19 15:12:00,20000,0,26.9,56,4.3,225,4.3,225,3.7,228,4.1,225,790.8,52.2,1,0,0,0,0.82
2020-06-19 15:13:00,20000,0,26.8,56,4.7,202,4.7,202,4.2,220,4.1,225,790.7,51.4,1,0,0,0,0.82
2020-06-19 15:14:00,20000,0,26.6,57,4.5,212,4.5,212,4.5,209,4.1,224,790.7,50.9,1,0,0,0,0.82
2020-06-19 15:16:00,20000,0,26.5,58,3.3,218,3.3,218,4.6,213,4.2,223,790.7,49.8,1,0,0,0,0.82
2020-06-19 15:17:00,20000,0,26.5,58,3.3,218,3.3,218,3.9,214,4.1,223,790.7,49.6,1,0,0,0,0.82
